,Global Horizontal Irradiance [W/m2]
83.91666666666667,477.7777777777782
83.93333333333334,479.4444444444448
83.95,481.11111111111137
83.96666666666667,482.77777777777794
83.98333333333333,484.4444444444445
84.0,486.1111111111111
84.01666666666667,486.38888888888886
84.03333333333333,486.66666666666663
84.05,486.9444444444444
84.06666666666666,487.2222222222221
84.08333333333333,487.4999999999999
84.1,487.77777777777766
84.11666666666666,488.05555555555543
84.13333333333334,488.3333333333332
84.15,488.6111111111112
84.16666666666667,488.88888888888897
84.18333333333334,489.1666666666667
84.2,489.44444444444446
84.21666666666667,489.72222222222223
84.23333333333333,490.0
84.25,490.27777777777777
84.26666666666667,490.55555555555554
84.28333333333333,490.83333333333326
84.3,491.11111111111103
84.31666666666666,491.3888888888888
84.33333333333333,491.6666666666666
84.35,491.94444444444434
84.36666666666666,492.2222222222221
84.38333333333334,492.49999999999983
84.4,492.7777777777778
84.41666666666667,493.0555555555556
84.43333333333334,493.33333333333337
84.45,493.61111111111114
84.46666666666667,493.8888888888889
84.48333333333333,494.1666666666667
84.5,494.44444444444446
84.51666666666667,494.7222222222222
84.53333333333333,494.99999999999994
84.55,495.2777777777777
84.56666666666666,495.5555555555555
84.58333333333333,495.83333333333326
84.6,496.11111111111103
84.61666666666666,496.38888888888874
84.63333333333334,496.6666666666665
84.65,496.9444444444445
84.66666666666667,497.2222222222223
84.68333333333334,497.50000000000006
84.7,497.7777777777778
84.71666666666667,498.0555555555556
84.73333333333333,498.3333333333333
84.75,498.6111111111111
84.76666666666667,498.88888888888886
84.78333333333333,499.16666666666663
84.8,499.4444444444444
84.81666666666666,499.7222222222222
84.83333333333333,499.9999999999999
84.85,500.27777777777766
84.86666666666666,500.55555555555543
84.88333333333334,500.8333333333332
84.9,501.1111111111112
84.91666666666667,501.38888888888897
84.93333333333334,501.66666666666674
84.95,501.94444444444446
84.96666666666667,502.22222222222223
84.98333333333333,502.5
85.0,502.77777777777777
85.01666666666667,499.86111111111126
85.03333333333333,496.9444444444448
85.05,494.0277777777783
85.06666666666666,491.11111111111177
85.08333333333333,488.19444444444525
85.1,485.27777777777874
85.11666666666666,482.3611111111123
85.13333333333334,479.44444444444576
85.15,476.5277777777768
85.16666666666667,473.6111111111103
85.18333333333334,470.6944444444438
85.2,467.77777777777726
85.21666666666667,464.86111111111074
85.23333333333333,461.9444444444443
85.25,459.02777777777777
85.26666666666667,456.11111111111126
85.28333333333333,453.1944444444448
85.3,450.2777777777783
85.31666666666666,447.36111111111177
85.33333333333333,444.44444444444525
85.35,441.52777777777874
85.36666666666666,438.6111111111123
85.38333333333334,435.69444444444576
85.4,432.7777777777768
85.41666666666667,429.8611111111103
85.43333333333334,426.9444444444438
85.45,424.02777777777726
85.46666666666667,421.11111111111074
85.48333333333333,418.1944444444443
85.5,415.27777777777777
85.51666666666667,412.36111111111126
85.53333333333333,409.4444444444448
85.55,406.5277777777783
85.56666666666666,403.61111111111177
85.58333333333333,400.69444444444525
85.6,397.77777777777874
85.61666666666666,394.8611111111123
85.63333333333334,391.94444444444576
85.65,389.0277777777768
85.66666666666667,386.1111111111103
85.68333333333334,383.1944444444438
85.7,380.27777777777726
85.71666666666667,377.36111111111074
85.73333333333333,374.4444444444443
85.75,371.52777777777777
85.76666666666667,368.61111111111126
85.78333333333333,365.6944444444448
85.8,362.7777777777783
85.81666666666666,359.86111111111177
85.83333333333333,356.94444444444525
85.85,354.02777777777874
85.86666666666666,351.1111111111123
85.88333333333334,348.19444444444576
85.9,345.2777777777768
85.91666666666667,342.3611111111103
85.93333333333334,339.4444444444438
85.95,336.52777777777726
85.96666666666667,333.61111111111074
85.98333333333333,330.6944444444443
86.0,327.77777777777777
86.01666666666667,326.8055555555556
86.03333333333333,325.8333333333334
86.05,324.86111111111126
86.06666666666666,323.8888888888891
86.08333333333333,322.9166666666669
86.1,321.9444444444448
86.11666666666666,320.9722222222226
86.13333333333334,320.00000000000045
86.15,319.02777777777743
86.16666666666667,318.05555555555526
86.18333333333334,317.0833333333331
86.2,316.1111111111109
86.21666666666667,315.1388888888888
86.23333333333333,314.16666666666663
86.25,313.19444444444446
86.26666666666667,312.2222222222223
86.28333333333333,311.2500000000001
86.3,310.27777777777794
86.31666666666666,309.30555555555577
86.33333333333333,308.3333333333336
86.35,307.3611111111114
86.36666666666666,306.38888888888926
86.38333333333334,305.4166666666671
86.4,304.4444444444441
86.41666666666667,303.47222222222194
86.43333333333334,302.4999999999998
86.45,301.5277777777776
86.46666666666667,300.55555555555543
86.48333333333333,299.58333333333326
86.5,298.6111111111111
86.51666666666667,297.63888888888897
86.53333333333333,296.6666666666668
86.55,295.6944444444446
86.56666666666666,294.72222222222246
86.58333333333333,293.7500000000003
86.6,292.7777777777781
86.61666666666666,291.80555555555594
86.63333333333334,290.83333333333377
86.65,289.8611111111108
86.66666666666667,288.88888888888863
86.68333333333334,287.91666666666646
86.7,286.9444444444443
86.71666666666667,285.9722222222221
86.73333333333333,284.99999999999994
86.75,284.02777777777777
86.76666666666667,283.0555555555556
86.78333333333333,282.0833333333334
86.8,281.1111111111113
86.81666666666666,280.13888888888914
86.83333333333333,279.16666666666697
86.85,278.1944444444448
86.86666666666666,277.2222222222226
86.88333333333334,276.25000000000045
86.9,275.2777777777775
86.91666666666667,274.3055555555553
86.93333333333334,273.33333333333314
86.95,272.361111111111
86.96666666666667,271.3888888888888
86.98333333333333,270.41666666666663
87.0,269.44444444444446
87.01666666666667,268.3796296296297
87.03333333333333,267.31481481481495
87.05,266.25000000000017
87.06666666666666,265.18518518518545
87.08333333333333,264.12037037037067
87.1,263.05555555555594
87.11666666666666,261.99074074074116
87.13333333333334,260.92592592592644
87.15,259.86111111111074
87.16666666666667,258.796296296296
87.18333333333334,257.73148148148124
87.2,256.6666666666665
87.21666666666667,255.60185185185173
87.23333333333333,254.53703703703698
87.25,253.47222222222223
87.26666666666667,252.40740740740748
87.28333333333333,251.34259259259272
87.3,250.27777777777797
87.31666666666666,249.21296296296322
87.33333333333333,248.14814814814846
87.35,247.0833333333337
87.36666666666666,246.01851851851893
87.38333333333334,244.95370370370418
87.4,243.88888888888852
87.41666666666667,242.82407407407376
87.43333333333334,241.759259259259
87.45,240.69444444444426
87.46666666666667,239.6296296296295
87.48333333333333,238.56481481481475
87.5,237.5
87.51666666666667,236.43518518518525
87.53333333333333,235.3703703703705
87.55,234.30555555555574
87.56666666666666,233.240740740741
87.58333333333333,232.17592592592624
87.6,231.11111111111148
87.61666666666666,230.0462962962967
87.63333333333334,228.98148148148198
87.65,227.9166666666663
87.66666666666667,226.85185185185154
87.68333333333334,225.78703703703678
87.7,224.72222222222203
87.71666666666667,223.65740740740728
87.73333333333333,222.59259259259252
87.75,221.52777777777777
87.76666666666667,220.46296296296302
87.78333333333333,219.39814814814827
87.8,218.3333333333335
87.81666666666666,217.26851851851876
87.83333333333333,216.203703703704
87.85,215.13888888888926
87.86666666666666,214.07407407407447
87.88333333333334,213.00925925925975
87.9,211.94444444444406
87.91666666666667,210.8796296296293
87.93333333333334,209.81481481481455
87.95,208.7499999999998
87.96666666666667,207.68518518518505
87.98333333333333,206.6203703703703
88.0,205.55555555555554
88.01666666666667,203.6574074074075
88.03333333333333,201.75925925925947
88.05,199.86111111111143
88.06666666666666,197.9629629629634
88.08333333333333,196.06481481481535
88.1,194.1666666666673
88.11666666666666,192.26851851851927
88.13333333333334,190.37037037037123
88.15,188.47222222222157
88.16666666666667,186.57407407407354
88.18333333333334,184.67592592592547
88.2,182.77777777777743
88.21666666666667,180.8796296296294
88.23333333333333,178.98148148148135
88.25,177.08333333333331
88.26666666666667,175.18518518518528
88.28333333333333,173.28703703703724
88.3,171.3888888888892
88.31666666666666,169.49074074074116
88.33333333333333,167.59259259259312
88.35,165.69444444444508
88.36666666666666,163.79629629629704
88.38333333333334,161.898148148149
88.4,159.99999999999935
88.41666666666667,158.1018518518513
88.43333333333334,156.20370370370327
88.45,154.30555555555523
88.46666666666667,152.4074074074072
88.48333333333333,150.50925925925915
88.5,148.61111111111111
88.51666666666667,146.71296296296308
88.53333333333333,144.81481481481504
88.55,142.91666666666697
88.56666666666666,141.01851851851893
88.58333333333333,139.1203703703709
88.6,137.22222222222285
88.61666666666666,135.32407407407482
88.63333333333334,133.42592592592678
88.65,131.52777777777715
88.66666666666667,129.6296296296291
88.68333333333334,127.73148148148105
88.7,125.83333333333302
88.71666666666667,123.93518518518496
88.73333333333333,122.03703703703692
88.75,120.13888888888889
88.76666666666667,118.24074074074085
88.78333333333333,116.34259259259281
88.8,114.44444444444477
88.81666666666666,112.54629629629673
88.83333333333333,110.64814814814869
88.85,108.75000000000065
88.86666666666666,106.85185185185262
88.88333333333334,104.95370370370458
88.9,103.05555555555492
88.91666666666667,101.15740740740686
88.93333333333334,99.25925925925883
88.95,97.36111111111079
88.96666666666667,95.46296296296275
88.98333333333333,93.56481481481471
89.0,91.66666666666667
89.01666666666667,90.50925925925932
89.03333333333333,89.35185185185199
89.05,88.19444444444464
89.06666666666666,87.03703703703731
89.08333333333333,85.87962962962996
89.1,84.72222222222263
89.11666666666666,83.56481481481528
89.13333333333334,82.40740740740793
89.15,81.2499999999996
89.16666666666667,80.09259259259227
89.18333333333334,78.93518518518492
89.2,77.77777777777759
89.21666666666667,76.62037037037024
89.23333333333333,75.4629629629629
89.25,74.30555555555556
89.26666666666667,73.14814814814821
89.28333333333333,71.99074074074088
89.3,70.83333333333353
89.31666666666666,69.6759259259262
89.33333333333333,68.51851851851885
89.35,67.36111111111151
89.36666666666666,66.20370370370416
89.38333333333334,65.04629629629682
89.4,63.888888888888495
89.41666666666667,62.731481481481154
89.43333333333334,61.574074074073806
89.45,60.41666666666647
89.46666666666667,59.259259259259125
89.48333333333333,58.101851851851784
89.5,56.94444444444444
89.51666666666667,55.7870370370371
89.53333333333333,54.62962962962976
89.55,53.47222222222242
89.56666666666666,52.31481481481507
89.58333333333333,51.15740740740773
89.6,50.00000000000039
89.61666666666666,48.84259259259305
89.63333333333334,47.68518518518571
89.65,46.52777777777738
89.66666666666667,45.37037037037004
89.68333333333334,44.2129629629627
89.7,43.05555555555535
