,0.0,2.0,4.0,6.0,8.0,10.0,12.000000000000002,14.000000000000002,16.0,18.0,20.0,21.999999999999996,23.999999999999996,25.999999999999996,27.999999999999996,30.0
72.0,-0.9585622507440503,-14.261909171787948,-34.18876346720586,-67.2728351131011,-132.86785799510176,-250.01169256981993,-356.0054812656569,-388.8404943534828,-423.43677950339827,-459.88995405990755,-498.30864499249816,-538.8164144805189,-581.5541316693897,-626.682800150843,-674.3869081227796,-727.7359638261047
72.01666666666667,-0.9565908435956425,-14.261162326571199,-34.188260593175734,-67.27342939386253,-132.87292882879152,-250.0321929227636,-356.0277268381594,-388.84866194178556,-423.42986835501364,-459.86687210380927,-498.2682140474631,-538.7573600213788,-581.4750581162027,-626.5821551119009,-674.262939197486,-727.5847625718936
72.03333333333333,-0.9545327208282701,-14.260486284815977,-34.18783553847398,-67.27404250221127,-132.87799244291773,-250.0526620714181,-356.0499220952819,-388.85678341780897,-423.4229199831608,-459.8437650961924,-498.2277719038843,-538.6983085653762,-581.3960013900469,-626.4815402809205,-674.1390139093559,-727.4336203516029
72.05,-0.952424932351861,-14.25975812880048,-34.187500749446286,-67.2746984950991,-132.88305815310127,-250.07310739473874,-356.072068692047,-388.8648593951783,-423.41593474079315,-459.8206331566066,-498.18731848856237,-538.6392599246275,-581.3169612705934,-626.3809554703278,-674.0151321459392,-727.2825371630581
72.06666666666666,-0.9502884425357445,-14.25893232781391,-34.1872240604463,-67.27541211100157,-132.88813895386392,-250.09354416380634,-356.09417018665994,-388.8728906851159,-423.40891299666697,-459.79747641179534,-498.14685373897186,-538.5802139220173,-581.237937545772,-626.2804004975741,-673.8912937969341,-727.1315130035504
72.08333333333333,-0.9481355596927795,-14.257997753820685,-34.18696737359457,-67.27618310912008,-132.8932472953832,-250.11399560650548,-356.11623318935136,-388.88087853609613,-423.40185516871037,-459.77429499893196,-498.1063776030204,-538.5211703909087,-581.1589300116916,-626.1798751851907,-673.7674987542767,-726.9805478698175
72.1,-0.9459738014375456,-14.256957786354414,-34.18669903736939,-67.27700086730012,-132.8983920777078,-250.13449004614878,-356.13826801591864,-388.88882492716874,-423.3947617807481,-459.7510890732423,-498.065890039474,-538.4621291749112,-581.0799384725609,-626.0793793608344,-673.6437469121988,-726.8296417580759
72.11666666666666,-0.9438079497774609,-14.255821231746378,-34.186396200823204,-67.27784985568701,-132.90357791711452,-250.15505697298713,-356.1602885701121,-388.89673283388106,-423.38763353948906,-459.7278588216212,-498.02539101948014,-538.4030901277855,-581.0009627406026,-625.9789128573289,-673.5200381672885,-726.6787946640393
72.13333333333334,-0.9416411708265285,-14.254598292513089,-34.18604380362679,-67.27871357608099,-132.9088057414388,-250.17572366480604,-356.1823115679627,-388.904606393724,-423.3804714206846,-459.7046044827445,-497.9848805296598,-538.344053113646,-580.922002636004,-625.8784755126843,-673.3963724185595,-726.5280065829016
72.15,-0.9394756416824088,-14.25329887724075,-34.18563278180922,-67.27957683687953,-132.91407383676597,-250.19651298810754,-356.20435540387734,-388.9124509361093,-423.3732767497512,-459.6813263726272,-497.9443585771565,-538.2850180075689,-580.8430579869306,-625.7780671701254,-673.272749567469,-726.3772775093792
72.16666666666667,-0.9373129118922423,-14.251931978060426,-34.18515838694419,-67.28042680808568,-132.91937886214018,-250.2174423653413,-356.22643895032206,-388.9202728815626,-423.3660512634716,-459.6580249132345,-497.9038251967565,-538.2259846967603,-580.7641286296215,-625.6776876781182,-673.1491695179794,-726.2266074377125
72.18333333333334,-0.9351541184878458,-14.250505519950952,-34.184618856196046,-67.28125331945144,-132.92471664590704,-250.2385236266614,-356.2485804917085,-388.9280795403648,-423.3587971440247,-459.6347006610653,-497.8632804598225,-538.1669530824046,-580.6852144086776,-625.5773368904089,-673.0256321765808,-726.0759963616782
72.2,-0.9330001180845497,-14.24902640551315,-34.1840144342824,-67.28204874487328,-132.93008273661906,-250.2597634228863,-356.2707968940949,-388.935878850607,-423.3515170221754,-459.6113543325559,-497.8227244845543,-538.1079230822494,-580.6063151775004,-625.4770146661161,-672.9021374523376,-725.9254442745969
72.21666666666667,-0.9308515706754544,-14.247500629353622,-34.18334668037243,-67.28280769359955,-132.93547274725952,-250.28116393150387,-356.2931030368295,-388.94367909397965,-423.34421395127976,-459.58798682368797,-497.7821574468756,-538.0488946338619,-580.5274307990013,-625.3767208698623,-672.7786852569377,-725.7749511693498
72.23333333333333,-0.9287089944605152,-14.245933406802731,-34.18261798652666,-67.28352663731803,-132.94088254789,-250.30272366705694,-356.3155114860416,-388.9514886197622,-423.3368913570472,-459.56459922211394,-497.74157959106645,-537.9898676984916,-580.4485611465805,-625.2764553719804,-672.6552755047327,-725.624517038407
