,Room Heat Gain [W]
79.9,-169.53414572129404
79.91666666666667,-169.38247656402092
79.93333333333334,-169.23108037670949
79.95,-169.07995585676593
79.96666666666667,-168.92910167331476
79.98333333333333,-168.77851646756608
80.0,-168.62819885325783
80.01666666666667,-168.43710991716313
80.03333333333333,-168.2464909071845
80.05,-168.0563393320728
80.06666666666666,-167.8666526807021
80.08333333333333,-167.67742842281731
80.1,-167.48866400983
80.11666666666666,-167.30035687565493
80.13333333333334,-167.11250443760656
80.15,-166.92510409730167
80.16666666666667,-166.73815324161308
80.18333333333334,-166.55164924363973
80.2,-166.36558946370982
80.21666666666667,-166.179971250378
80.23333333333333,-165.99479194145437
80.25,-165.81004886502294
80.26666666666667,-165.6257393404565
80.28333333333333,-165.44186067943713
80.3,-165.2584101869424
80.31666666666666,-165.07538516221004
80.33333333333333,-164.89278289967817
80.35,-164.71060068987234
80.36666666666666,-164.52883582025777
80.38333333333334,-164.3474855759996
80.4,-164.16654724071412
80.41666666666667,-163.98601809710576
80.43333333333334,-163.80589542753685
80.45,-163.6261765145362
80.46666666666667,-163.44685864122147
80.48333333333333,-163.2679390916213
80.5,-163.0894151509531
80.51666666666667,-162.91128410579842
80.53333333333333,-162.73354324421962
80.55,-162.55618985580853
80.56666666666666,-162.37922123166499
80.58333333333333,-162.20263466433389
80.6,-162.026427447694
80.61666666666666,-161.8505968767975
80.63333333333334,-161.67514024770014
80.65,-161.5000548572585
80.66666666666667,-161.32533800290645
80.68333333333334,-161.15098698244594
80.7,-160.97699909382936
80.71666666666667,-160.80337163494454
80.73333333333333,-160.63010190344406
80.75,-160.45718719655125
80.76666666666667,-160.28462481093982
80.78333333333333,-160.11241204261654
80.8,-159.94054618684748
80.81666666666666,-159.76902453812946
80.83333333333333,-159.59784439017966
80.85,-159.4270030360009
80.86666666666666,-159.256497767961
80.88333333333334,-159.08632587793593
80.9,-158.91648465748295
80.91666666666667,-158.7469713980555
80.93333333333334,-158.5777833912832
80.95,-158.40891792926703
80.96666666666667,-158.2403723049123
80.98333333333333,-158.07214381232916
81.0,-157.90422974723091
81.01666666666667,-157.74175709489015
81.03333333333333,-157.57956781967079
81.05,-157.41765935315246
81.06666666666666,-157.25602912984323
81.08333333333333,-157.09467458771735
81.1,-156.9335931687965
81.11666666666666,-156.7727823197434
81.13333333333334,-156.61223949244498
81.15,-156.4519621446428
81.16666666666667,-156.2919477405279
81.18333333333334,-156.13219375139596
81.2,-155.97269765624077
81.21666666666667,-155.81345694240105
81.23333333333333,-155.6544691061863
81.25,-155.49573165347732
81.26666666666667,-155.33724210035774
81.28333333333333,-155.17899797369463
81.3,-155.02099681172743
81.31666666666666,-154.86323616464168
81.33333333333333,-154.70571359510262
81.35,-154.54842667877432
81.36666666666666,-154.39137300480022
81.38333333333334,-154.23455017628052
81.4,-154.07795581067816
81.41666666666667,-153.9215875402093
81.43333333333334,-153.76544301219158
81.45,-153.6095198893483
81.46666666666667,-153.45381585008192
81.48333333333333,-153.29832858869048
81.5,-153.14305581556158
81.51666666666667,-152.98799525732272
81.53333333333333,-152.8331446569345
81.55,-152.67850177378665
81.56666666666666,-152.52406438373436
81.58333333333333,-152.36983027910563
81.6,-152.21579726870308
81.61666666666666,-152.06196317775854
81.63333333333334,-151.90832584788538
81.65,-151.75488313700916
81.66666666666667,-151.60163291928183
81.68333333333334,-151.44857308500553
81.7,-151.29570154052345
81.71666666666667,-151.14301620812768
81.73333333333333,-150.9905150259675
81.75,-150.83819594794525
81.76666666666667,-150.68605694362924
81.78333333333333,-150.53409599817775
81.8,-150.38231111225468
81.81666666666666,-150.23070030197317
81.83333333333333,-150.07926159883112
81.85,-149.92799304968793
81.86666666666666,-149.77689271671454
81.88333333333334,-149.62595867739145
81.9,-149.47518902449616
81.91666666666667,-149.3245818661162
81.93333333333334,-149.17413532567443
81.95,-149.02384754194935
81.96666666666667,-148.87371666913774
81.98333333333333,-148.72374087689096
82.0,-148.5739183504047
82.01666666666667,-148.39346916546978
82.03333333333333,-148.21332355420017
82.05,-148.03347897941325
82.06666666666666,-147.85393292365868
82.08333333333333,-147.6746828892957
82.1,-147.4957263985906
82.11666666666666,-147.31706099381068
82.13333333333334,-147.13868423731375
82.15,-146.96059371165563
82.16666666666667,-146.78278701968034
82.18333333333334,-146.60526178463138
82.2,-146.4280156502413
82.21666666666667,-146.2510462808219
82.23333333333333,-146.0743513613493
82.25,-145.89792859754718
82.26666666666667,-145.72177571593056
82.28333333333333,-145.5458904638542
82.3,-145.37027060951127
82.31666666666666,-145.19491394190166
82.33333333333333,-145.01981827076526
82.35,-144.8449814264391
82.36666666666666,-144.6704012596713
82.38333333333334,-144.4960756413527
82.4,-144.3220024621832
82.41666666666667,-144.14817963222643
82.43333333333334,-143.97460508040677
82.45,-143.8012767538991
82.46666666666667,-143.62819261743036
82.48333333333333,-143.4553506524865
82.5,-143.28274885644933
82.51666666666667,-143.1103852416282
82.53333333333333,-142.93825783425322
82.55,-142.7663646733815
82.56666666666666,-142.59470380975108
82.58333333333333,-142.42327330462624
82.6,-142.25207122856858
82.61666666666666,-142.08109566022904
82.63333333333334,-141.91034468513777
82.65,-141.7398163944803
82.66666666666667,-141.56950888393283
82.68333333333334,-141.39942025249425
82.7,-141.22954860140842
82.71666666666667,-141.05989203310165
82.73333333333333,-140.8904486502283
82.75,-140.72121655475107
82.76666666666667,-140.55219384713806
82.78333333333333,-140.3833786256204
82.8,-140.2147689855507
82.81666666666666,-140.0463630188562
82.83333333333333,-139.87815881359566
82.85,-139.71015445359663
82.86666666666666,-139.54234801820323
82.88333333333334,-139.37473758211806
82.9,-139.2073212153443
82.91666666666667,-139.04009698319618
82.93333333333334,-138.87306294643108
82.95,-138.70621716145155
82.96666666666667,-138.5395576805759
82.98333333333333,-138.37308255241902
83.0,-138.20678982231038
83.01666666666667,-138.0047697202938
83.03333333333333,-137.8031076382579
83.05,-137.60180071722667
83.06666666666666,-137.40084610177388
83.08333333333333,-137.20024094071948
83.1,-136.99998238785193
83.11666666666666,-136.80006760269413
83.13333333333334,-136.6004937513038
83.15,-136.40125800708145
83.16666666666667,-136.2023575516238
83.18333333333334,-136.00378957555805
83.2,-135.80555127942256
83.21666666666667,-135.60763987452955
83.23333333333333,-135.41005258383328
83.25,-135.21278664280058
83.26666666666667,-135.01583930028235
83.28333333333333,-134.81920781935236
83.3,-134.62288947815833
83.31666666666666,-134.4268815707289
83.33333333333333,-134.23118140779405
83.35,-134.03578631753675
83.36666666666666,-133.84069364635846
83.38333333333334,-133.6459007595855
83.4,-133.45140504215476
83.41666666666667,-133.2572038992638
83.43333333333334,-133.06329475696984
83.45,-132.869675062769
83.46666666666667,-132.67634228612587
83.48333333333333,-132.48329391895288
83.5,-132.29052747605553
83.51666666666667,-132.09804049554367
83.53333333333333,-131.90583053918962
83.55,-131.7138951927433
83.56666666666666,-131.52223206621517
83.58333333333333,-131.33083879412928
83.6,-131.13971303570918
83.61666666666666,-130.94885247507045
83.63333333333334,-130.7582548213298
83.65,-130.56791780874093
83.66666666666667,-130.37783919674015
83.68333333333334,-130.18801677001562
83.7,-129.99844833851773
83.71666666666667,-129.80913173746376
83.73333333333333,-129.6200648273094
83.75,-129.43124549371473
83.76666666666667,-129.2426716474792
83.78333333333333,-129.0543412244646
83.8,-128.8662521855057
83.81666666666666,-128.67840251631569
83.83333333333333,-128.49079022736018
83.85,-128.30341335373814
83.86666666666666,-128.11626995505455
83.88333333333334,-127.9293581152718
83.9,-127.74267594256331
83.91666666666667,-127.5562215691733
83.93333333333334,-127.36999315123587
83.95,-127.18398886864257
83.96666666666667,-126.9982069248387
83.98333333333333,-126.81264554669518
84.0,-126.62730298430397
84.01666666666667,-126.48834469832849
84.03333333333333,-126.34937096136952
84.05,-126.21038124636591
84.06666666666666,-126.07137504299656
84.08333333333333,-125.93235185756785
84.1,-125.7933112128303
84.11666666666666,-125.65425264783553
84.13333333333334,-125.51517571779405
84.15,-125.37607999390312
84.16666666666667,-125.23696506320509
84.18333333333334,-125.09783052843025
84.2,-124.95867600783919
84.21666666666667,-124.81950113508647
84.23333333333333,-124.68030555905861
84.25,-124.54108894375288
84.26666666666667,-124.40185096814966
84.28333333333333,-124.26259132611158
84.3,-124.12330972630686
84.31666666666666,-123.98400589216908
84.33333333333333,-123.84467956189279
84.35,-123.70533048849757
84.36666666666666,-123.56595843993176
84.38333333333334,-123.42656319927337
84.4,-123.287144564974
84.41666666666667,-123.14770235123093
84.43333333333334,-123.00823638840278
84.45,-122.86874652354842
84.46666666666667,-122.72923262105614
84.48333333333333,-122.58969456334404
84.5,-122.45013225166477
84.51666666666667,-122.31054560699025
84.53333333333333,-122.17093457096149
84.55,-122.03129910691204
84.56666666666666,-121.8916392009361
84.58333333333333,-121.75195486299877
84.6,-121.61224612808824
84.61666666666666,-121.47251305735796
84.63333333333334,-121.33275573929276
84.65,-121.19297429084787
84.66666666666667,-121.05316885857222
84.68333333333334,-120.91333961969357
84.7,-120.77348678314738
84.71666666666667,-120.63361059055168
84.73333333333333,-120.49371131711426
84.75,-120.35378927245765
84.76666666666667,-120.21384480135943
84.78333333333333,-120.07387828440406
84.8,-119.9338901385403
84.81666666666666,-119.79388081752744
84.83333333333333,-119.65385081230197
84.85,-119.51380065121242
84.86666666666666,-119.37373090016675
84.88333333333334,-119.2336421626848
84.9,-119.09353507982306
84.91666666666667,-118.9534103300243
84.93333333333334,-118.81326862885471
84.95,-118.67311072865898
84.96666666666667,-118.53293741811697
84.98333333333333,-118.39274952170963
85.0,-118.25254789913015
85.01666666666667,-118.1585006320946
85.03333333333333,-118.06421062514953
85.05,-117.96967999341918
85.06666666666666,-117.87491087833624
85.08333333333333,-117.77990544674977
85.1,-117.68466588996914
85.11666666666666,-117.58919442277741
85.13333333333334,-117.49349328240059
85.15,-117.39756472745503
85.16666666666667,-117.30141103684339
85.18333333333334,-117.20503450865411
85.2,-117.10843745903597
85.21666666666667,-117.01162222105437
85.23333333333333,-116.91459114353492
85.25,-116.81734658993518
85.26666666666667,-116.7198909371941
85.28333333333333,-116.62222657460225
85.3,-116.524355902695
85.31666666666666,-116.42628133217707
85.33333333333333,-116.3280052828651
85.35,-116.22953018269375
85.36666666666666,-116.13085846675433
85.38333333333334,-116.0319925764139
85.4,-115.93293495846252
85.41666666666667,-115.8336880643658
85.43333333333334,-115.73425434956492
85.45,-115.63463627287129
85.46666666666667,-115.53483629591355
85.48333333333333,-115.43485688269624
85.5,-115.33470049920192
85.51666666666667,-115.23436961308374
85.53333333333333,-115.13386669342144
85.55,-115.03319421054863
85.56666666666666,-114.93235463593494
85.58333333333333,-114.83135044210309
85.6,-114.73018410262303
85.61666666666666,-114.6288580921105
85.63333333333334,-114.52737488628142
85.65,-114.42573696200415
85.66666666666667,-114.32394679738306
85.68333333333334,-114.22200687183455
85.7,-114.1199196661706
85.71666666666667,-114.01768766267632
85.73333333333333,-113.91531334516476
85.75,-113.8127991990225
85.76666666666667,-113.71014771123058
85.78333333333333,-113.60736137034158
85.8,-113.50444266645985
85.81666666666666,-113.40139409114927
85.83333333333333,-113.29821813733676
85.85,-113.1949172991687
85.86666666666666,-113.09149407181589
85.88333333333334,-112.98795095126164
85.9,-112.88429043404224
85.91666666666667,-112.78051501694911
85.93333333333334,-112.67662719669121
85.95,-112.57262946954434
85.96666666666667,-112.468524330933
85.98333333333333,-112.36431427500938
86.0,-112.2600017941945
86.01666666666667,-112.18123781618245
86.03333333333333,-112.1022481487506
86.05,-112.023035917305
86.06666666666666,-111.94360424022938
86.08333333333333,-111.86395622833031
86.1,-111.78409498426772
86.11666666666666,-111.70402360197137
86.13333333333334,-111.62374516605924
86.15,-111.54326275123894
86.16666666666667,-111.46257942170827
86.18333333333334,-111.38169823054923
86.2,-111.30062221913104
86.21666666666667,-111.21935441651003
86.23333333333333,-111.1378978388418
86.25,-111.05625548879615
86.26666666666667,-110.9744303549926
86.28333333333333,-110.89242541145262
86.3,-110.81024361707095
86.31666666666666,-110.72788791512285
86.33333333333333,-110.64536123280413
86.35,-110.5626664807991
86.36666666666666,-110.47980655292146
86.38333333333334,-110.39678432576765
86.4,-110.31360265846452
86.41666666666667,-110.2302643924481
86.43333333333334,-110.14677235131724
86.45,-110.06312934074376
86.46666666666667,-109.97933814846861
86.48333333333333,-109.8954015443252
86.5,-109.81132228036294
86.51666666666667,-109.72710309101336
86.53333333333333,-109.64274669331304
86.55,-109.55825578717341
86.56666666666666,-109.47363305573478
86.58333333333333,-109.38888116569481
86.6,-109.3040027677421
86.61666666666666,-109.21900049696657
86.63333333333334,-109.13387697331684
86.65,-109.0486348020655
86.66666666666667,-108.96327657428095
86.68333333333334,-108.87780486731063
86.7,-108.7922222452345
86.71666666666667,-108.7065312593375
86.73333333333333,-108.62073444854565
86.75,-108.53483433985384
86.76666666666667,-108.448833448727
86.78333333333333,-108.36273427945562
86.8,-108.27653932551183
86.81666666666666,-108.19025106984385
86.83333333333333,-108.10387198514606
86.85,-108.01740453409826
